date,annee,jour,mois,heure,retours,prets,connexions_postes
2021-01-01,2021,1,1,11:00:00,5,0,0
2021-01-01,2021,1,1,12:00:00,1,0,0
2021-01-01,2021,1,1,13:00:00,3,0,0
2021-01-01,2021,1,1,16:00:00,3,0,0
2021-01-01,2021,1,1,18:00:00,2,0,0
2021-01-02,2021,2,1,09:00:00,10,9,4
2021-01-02,2021,2,1,10:00:00,76,39,4
2021-01-02,2021,2,1,11:00:00,103,104,8
2021-01-02,2021,2,1,12:00:00,70,19,6
2021-01-02,2021,2,1,13:00:00,108,190,16
2021-01-02,2021,2,1,14:00:00,158,301,28
2021-01-02,2021,2,1,15:00:00,182,264,37
2021-01-02,2021,2,1,16:00:00,202,366,24
2021-01-02,2021,2,1,17:00:00,109,264,4
2021-01-02,2021,2,1,18:00:00,9,4,0
2021-01-03,2021,3,1,06:00:00,1,0,0
2021-01-03,2021,3,1,10:00:00,1,0,0
2021-01-03,2021,3,1,11:00:00,7,0,0
2021-01-03,2021,3,1,13:00:00,9,0,0
2021-01-03,2021,3,1,16:00:00,10,0,0
2021-01-04,2021,4,1,07:00:00,3,0,0
2021-01-04,2021,4,1,08:00:00,6,0,0
2021-01-04,2021,4,1,09:00:00,4,0,0
2021-01-04,2021,4,1,11:00:00,59,0,0
2021-01-04,2021,4,1,15:00:00,2,0,0
2021-01-04,2021,4,1,17:00:00,7,0,0
2021-01-05,2021,5,1,08:00:00,13,0,0
2021-01-05,2021,5,1,09:00:00,77,11,12
2021-01-05,2021,5,1,10:00:00,115,125,20
2021-01-05,2021,5,1,11:00:00,100,129,13
2021-01-05,2021,5,1,12:00:00,108,86,13
2021-01-05,2021,5,1,13:00:00,113,129,14
2021-01-05,2021,5,1,14:00:00,183,143,34
2021-01-05,2021,5,1,15:00:00,149,165,19
2021-01-05,2021,5,1,16:00:00,142,175,12
2021-01-05,2021,5,1,17:00:00,154,186,9
2021-01-05,2021,5,1,18:00:00,26,38,2
2021-01-06,2021,6,1,06:00:00,1,0,0
2021-01-06,2021,6,1,08:00:00,38,0,0
2021-01-06,2021,6,1,09:00:00,34,8,4
2021-01-06,2021,6,1,10:00:00,169,179,9
2021-01-06,2021,6,1,11:00:00,169,135,11
2021-01-06,2021,6,1,12:00:00,174,65,5
2021-01-06,2021,6,1,13:00:00,186,270,12
2021-01-06,2021,6,1,14:00:00,331,171,29
2021-01-06,2021,6,1,15:00:00,268,357,24
2021-01-06,2021,6,1,16:00:00,257,289,20
2021-01-06,2021,6,1,17:00:00,143,164,7
2021-01-06,2021,6,1,18:00:00,14,76,2
2021-01-06,2021,6,1,19:00:00,20,0,0
2021-01-07,2021,7,1,08:00:00,8,0,0
2021-01-07,2021,7,1,09:00:00,36,30,8
2021-01-07,2021,7,1,10:00:00,62,43,6
2021-01-07,2021,7,1,11:00:00,78,66,7
2021-01-07,2021,7,1,12:00:00,61,60,7
2021-01-07,2021,7,1,13:00:00,55,70,8
2021-01-07,2021,7,1,14:00:00,76,52,16
2021-01-07,2021,7,1,15:00:00,35,92,22
2021-01-07,2021,7,1,16:00:00,105,107,13
2021-01-07,2021,7,1,17:00:00,144,89,26
2021-01-07,2021,7,1,18:00:00,33,61,2
2021-01-08,2021,8,1,08:00:00,9,0,0
2021-01-08,2021,8,1,09:00:00,22,6,3
2021-01-08,2021,8,1,10:00:00,124,105,13
2021-01-08,2021,8,1,11:00:00,125,92,18
2021-01-08,2021,8,1,12:00:00,40,79,11
2021-01-08,2021,8,1,13:00:00,63,55,8
2021-01-08,2021,8,1,14:00:00,63,50,26
2021-01-08,2021,8,1,15:00:00,115,95,17
2021-01-08,2021,8,1,16:00:00,183,66,13
2021-01-08,2021,8,1,17:00:00,148,106,9
2021-01-08,2021,8,1,18:00:00,15,36,2
2021-01-08,2021,8,1,19:00:00,8,0,0
2021-01-09,2021,9,1,08:00:00,20,0,0
2021-01-09,2021,9,1,09:00:00,90,36,4
2021-01-09,2021,9,1,10:00:00,174,192,5
2021-01-09,2021,9,1,11:00:00,341,335,16
2021-01-09,2021,9,1,12:00:00,105,270,9
2021-01-09,2021,9,1,13:00:00,181,106,10
2021-01-09,2021,9,1,14:00:00,247,375,34
2021-01-09,2021,9,1,15:00:00,473,430,34
2021-01-09,2021,9,1,16:00:00,289,480,21
2021-01-09,2021,9,1,17:00:00,230,264,13
2021-01-09,2021,9,1,18:00:00,77,180,4
2021-01-10,2021,10,1,10:00:00,6,0,0
2021-01-10,2021,10,1,11:00:00,8,0,0
2021-01-10,2021,10,1,15:00:00,1,0,0
2021-01-10,2021,10,1,18:00:00,1,0,0
2021-01-11,2021,11,1,07:00:00,3,0,0
2021-01-11,2021,11,1,09:00:00,11,0,0
2021-01-11,2021,11,1,11:00:00,5,0,0
2021-01-11,2021,11,1,12:00:00,6,0,0
2021-01-11,2021,11,1,14:00:00,2,0,0
2021-01-11,2021,11,1,15:00:00,5,0,0
2021-01-11,2021,11,1,16:00:00,1,0,0
2021-01-11,2021,11,1,17:00:00,1,0,0
2021-01-11,2021,11,1,18:00:00,13,0,0
2021-01-12,2021,12,1,08:00:00,11,0,0
2021-01-12,2021,12,1,09:00:00,52,17,5
2021-01-12,2021,12,1,10:00:00,65,86,12
2021-01-12,2021,12,1,11:00:00,53,83,7
2021-01-12,2021,12,1,12:00:00,149,77,5
2021-01-12,2021,12,1,13:00:00,139,116,13
2021-01-12,2021,12,1,14:00:00,159,110,29
2021-01-12,2021,12,1,15:00:00,88,134,22
2021-01-12,2021,12,1,16:00:00,79,88,18
2021-01-12,2021,12,1,17:00:00,80,131,14
2021-01-12,2021,12,1,18:00:00,60,51,14
2021-01-12,2021,12,1,19:00:00,3,0,0
2021-01-13,2021,13,1,07:00:00,1,0,0
2021-01-13,2021,13,1,08:00:00,4,0,0
2021-01-13,2021,13,1,09:00:00,34,89,4
2021-01-13,2021,13,1,10:00:00,174,122,8
2021-01-13,2021,13,1,11:00:00,120,169,14
2021-01-13,2021,13,1,12:00:00,74,61,14
2021-01-13,2021,13,1,13:00:00,151,140,11
2021-01-13,2021,13,1,14:00:00,230,156,32
2021-01-13,2021,13,1,15:00:00,232,284,26
2021-01-13,2021,13,1,16:00:00,215,102,18
2021-01-13,2021,13,1,17:00:00,105,141,17
2021-01-13,2021,13,1,18:00:00,118,126,2
2021-01-13,2021,13,1,19:00:00,2,0,0
2021-01-14,2021,14,1,06:00:00,1,0,0
2021-01-14,2021,14,1,08:00:00,32,0,0
2021-01-14,2021,14,1,09:00:00,11,1,6
2021-01-14,2021,14,1,10:00:00,102,24,11
2021-01-14,2021,14,1,11:00:00,87,81,8
2021-01-14,2021,14,1,12:00:00,31,39,11
2021-01-14,2021,14,1,13:00:00,62,64,5
2021-01-14,2021,14,1,14:00:00,118,55,21
2021-01-14,2021,14,1,15:00:00,102,59,9
2021-01-14,2021,14,1,16:00:00,36,69,13
2021-01-14,2021,14,1,17:00:00,64,89,12
2021-01-14,2021,14,1,18:00:00,24,36,1
2021-01-14,2021,14,1,19:00:00,8,0,0
2021-01-15,2021,15,1,08:00:00,3,0,0
2021-01-15,2021,15,1,09:00:00,15,19,4
2021-01-15,2021,15,1,10:00:00,64,103,4
2021-01-15,2021,15,1,11:00:00,47,57,7
2021-01-15,2021,15,1,12:00:00,51,39,10
2021-01-15,2021,15,1,13:00:00,82,82,11
2021-01-15,2021,15,1,14:00:00,121,73,16
2021-01-15,2021,15,1,15:00:00,161,102,18
2021-01-15,2021,15,1,16:00:00,95,67,14
2021-01-15,2021,15,1,17:00:00,178,140,15
2021-01-15,2021,15,1,18:00:00,28,98,6
2021-01-15,2021,15,1,20:00:00,1,0,0
2021-01-16,2021,16,1,07:00:00,5,0,0
2021-01-16,2021,16,1,08:00:00,4,0,0
2021-01-16,2021,16,1,09:00:00,63,42,4
2021-01-16,2021,16,1,10:00:00,188,157,19
2021-01-16,2021,16,1,11:00:00,435,389,7
2021-01-16,2021,16,1,12:00:00,159,283,6
2021-01-16,2021,16,1,13:00:00,223,191,8
2021-01-16,2021,16,1,14:00:00,179,165,31
2021-01-16,2021,16,1,15:00:00,193,256,21
2021-01-16,2021,16,1,16:00:00,123,178,13
2021-01-16,2021,16,1,17:00:00,74,80,7
2021-01-17,2021,17,1,09:00:00,3,0,0
2021-01-17,2021,17,1,13:00:00,5,0,0
2021-01-17,2021,17,1,14:00:00,5,0,0
2021-01-17,2021,17,1,16:00:00,12,0,0
2021-01-18,2021,18,1,08:00:00,8,0,0
2021-01-18,2021,18,1,10:00:00,3,0,0
2021-01-18,2021,18,1,12:00:00,9,0,0
2021-01-18,2021,18,1,13:00:00,11,0,0
2021-01-18,2021,18,1,14:00:00,1,0,0
2021-01-18,2021,18,1,15:00:00,5,0,0
2021-01-18,2021,18,1,16:00:00,9,0,0
2021-01-18,2021,18,1,17:00:00,3,0,0
2021-01-19,2021,19,1,06:00:00,1,0,0
2021-01-19,2021,19,1,07:00:00,3,0,0
2021-01-19,2021,19,1,08:00:00,17,0,0
2021-01-19,2021,19,1,09:00:00,100,19,7
2021-01-19,2021,19,1,10:00:00,136,102,10
2021-01-19,2021,19,1,11:00:00,66,102,5
2021-01-19,2021,19,1,12:00:00,100,81,7
2021-01-19,2021,19,1,13:00:00,187,177,15
2021-01-19,2021,19,1,14:00:00,145,95,43
2021-01-19,2021,19,1,15:00:00,254,299,18
2021-01-19,2021,19,1,16:00:00,174,179,13
2021-01-19,2021,19,1,17:00:00,59,96,5
2021-01-19,2021,19,1,18:00:00,1,0,0
2021-01-20,2021,20,1,06:00:00,1,0,0
2021-01-20,2021,20,1,07:00:00,7,0,0
2021-01-20,2021,20,1,08:00:00,35,0,0
2021-01-20,2021,20,1,09:00:00,128,51,5
2021-01-20,2021,20,1,10:00:00,174,196,4
2021-01-20,2021,20,1,11:00:00,237,80,4
2021-01-20,2021,20,1,12:00:00,72,87,9
2021-01-20,2021,20,1,13:00:00,186,208,12
2021-01-20,2021,20,1,14:00:00,316,259,29
2021-01-20,2021,20,1,15:00:00,284,289,39
2021-01-20,2021,20,1,16:00:00,124,225,19
2021-01-20,2021,20,1,17:00:00,111,154,3
2021-01-21,2021,21,1,08:00:00,4,0,0
2021-01-21,2021,21,1,09:00:00,25,94,6
2021-01-21,2021,21,1,10:00:00,68,62,4
2021-01-21,2021,21,1,11:00:00,123,85,14
2021-01-21,2021,21,1,12:00:00,127,54,13
2021-01-21,2021,21,1,13:00:00,59,95,11
2021-01-21,2021,21,1,14:00:00,127,156,13
2021-01-21,2021,21,1,15:00:00,75,86,15
2021-01-21,2021,21,1,16:00:00,90,87,20
2021-01-21,2021,21,1,17:00:00,40,78,9
2021-01-22,2021,22,1,07:00:00,3,0,0
2021-01-22,2021,22,1,08:00:00,16,0,0
2021-01-22,2021,22,1,09:00:00,51,10,4
2021-01-22,2021,22,1,10:00:00,91,85,9
2021-01-22,2021,22,1,11:00:00,110,101,8
2021-01-22,2021,22,1,12:00:00,105,64,8
2021-01-22,2021,22,1,13:00:00,61,50,5
2021-01-22,2021,22,1,14:00:00,54,61,16
2021-01-22,2021,22,1,15:00:00,150,128,16
2021-01-22,2021,22,1,16:00:00,86,66,15
2021-01-22,2021,22,1,17:00:00,85,29,7
2021-01-23,2021,23,1,08:00:00,2,0,0
2021-01-23,2021,23,1,09:00:00,43,13,1
2021-01-23,2021,23,1,10:00:00,185,203,9
2021-01-23,2021,23,1,11:00:00,268,245,10
2021-01-23,2021,23,1,12:00:00,195,203,9
2021-01-23,2021,23,1,13:00:00,197,259,17
2021-01-23,2021,23,1,14:00:00,334,269,30
2021-01-23,2021,23,1,15:00:00,419,361,27
2021-01-23,2021,23,1,16:00:00,353,461,16
2021-01-23,2021,23,1,17:00:00,133,167,5
2021-01-24,2021,24,1,08:00:00,1,0,0
2021-01-24,2021,24,1,10:00:00,10,0,0
2021-01-24,2021,24,1,11:00:00,2,0,0
2021-01-24,2021,24,1,12:00:00,1,0,0
2021-01-24,2021,24,1,14:00:00,7,0,0
2021-01-25,2021,25,1,07:00:00,11,0,0
2021-01-25,2021,25,1,08:00:00,4,0,0
2021-01-25,2021,25,1,09:00:00,10,0,0
2021-01-25,2021,25,1,10:00:00,3,0,0
2021-01-25,2021,25,1,11:00:00,41,0,0
2021-01-25,2021,25,1,12:00:00,11,0,0
2021-01-25,2021,25,1,13:00:00,16,0,0
2021-01-25,2021,25,1,14:00:00,14,0,0
2021-01-25,2021,25,1,15:00:00,16,0,0
2021-01-25,2021,25,1,17:00:00,15,0,0
2021-01-26,2021,26,1,07:00:00,1,0,0
2021-01-26,2021,26,1,08:00:00,16,0,0
2021-01-26,2021,26,1,09:00:00,101,28,10
2021-01-26,2021,26,1,10:00:00,149,86,15
2021-01-26,2021,26,1,11:00:00,114,188,9
2021-01-26,2021,26,1,12:00:00,108,121,4
2021-01-26,2021,26,1,13:00:00,173,156,22
2021-01-26,2021,26,1,14:00:00,220,157,29
2021-01-26,2021,26,1,15:00:00,153,171,30
2021-01-26,2021,26,1,16:00:00,119,151,19
2021-01-26,2021,26,1,17:00:00,89,95,12
2021-01-26,2021,26,1,18:00:00,9,0,0
2021-01-26,2021,26,1,20:00:00,4,0,0
2021-01-27,2021,27,1,08:00:00,17,0,0
2021-01-27,2021,27,1,09:00:00,52,5,5
2021-01-27,2021,27,1,10:00:00,192,264,13
2021-01-27,2021,27,1,11:00:00,207,240,10
2021-01-27,2021,27,1,12:00:00,133,184,15
2021-01-27,2021,27,1,13:00:00,218,258,21
2021-01-27,2021,27,1,14:00:00,356,300,28
2021-01-27,2021,27,1,15:00:00,268,308,35
2021-01-27,2021,27,1,16:00:00,388,432,27
2021-01-27,2021,27,1,17:00:00,85,213,6
2021-01-27,2021,27,1,18:00:00,1,0,0
2021-01-27,2021,27,1,19:00:00,1,0,0
2021-01-28,2021,28,1,08:00:00,9,0,0
2021-01-28,2021,28,1,09:00:00,72,6,18
2021-01-28,2021,28,1,10:00:00,98,61,12
2021-01-28,2021,28,1,11:00:00,141,62,11
2021-01-28,2021,28,1,12:00:00,50,51,8
2021-01-28,2021,28,1,13:00:00,114,108,10
2021-01-28,2021,28,1,14:00:00,113,64,23
2021-01-28,2021,28,1,15:00:00,80,103,28
2021-01-28,2021,28,1,16:00:00,119,192,16
2021-01-28,2021,28,1,17:00:00,40,62,8
2021-01-28,2021,28,1,18:00:00,8,0,0
2021-01-29,2021,29,1,07:00:00,6,0,0
2021-01-29,2021,29,1,08:00:00,10,0,0
2021-01-29,2021,29,1,09:00:00,28,4,12
2021-01-29,2021,29,1,10:00:00,108,123,7
2021-01-29,2021,29,1,11:00:00,27,42,15
2021-01-29,2021,29,1,12:00:00,139,60,13
2021-01-29,2021,29,1,13:00:00,133,77,16
2021-01-29,2021,29,1,14:00:00,88,66,17
2021-01-29,2021,29,1,15:00:00,97,121,22
2021-01-29,2021,29,1,16:00:00,91,164,21
2021-01-29,2021,29,1,17:00:00,115,185,19
2021-01-30,2021,30,1,08:00:00,14,0,0
2021-01-30,2021,30,1,09:00:00,97,30,9
2021-01-30,2021,30,1,10:00:00,220,193,15
2021-01-30,2021,30,1,11:00:00,306,441,15
2021-01-30,2021,30,1,12:00:00,105,219,5
2021-01-30,2021,30,1,13:00:00,189,144,18
2021-01-30,2021,30,1,14:00:00,296,390,25
2021-01-30,2021,30,1,15:00:00,413,414,14
2021-01-30,2021,30,1,16:00:00,272,350,16
2021-01-30,2021,30,1,17:00:00,173,163,5
2021-01-31,2021,31,1,10:00:00,7,0,0
2021-01-31,2021,31,1,13:00:00,12,0,0
2021-01-31,2021,31,1,14:00:00,7,0,0
2021-01-31,2021,31,1,15:00:00,2,0,0
2021-01-31,2021,31,1,16:00:00,12,0,0
2021-02-01,2021,1,2,06:00:00,1,0,0
2021-02-01,2021,1,2,07:00:00,5,0,0
2021-02-01,2021,1,2,08:00:00,20,0,0
2021-02-01,2021,1,2,09:00:00,1,0,0
2021-02-01,2021,1,2,10:00:00,2,0,0
2021-02-01,2021,1,2,11:00:00,42,0,0
2021-02-01,2021,1,2,12:00:00,3,0,0
2021-02-01,2021,1,2,13:00:00,6,0,0
2021-02-01,2021,1,2,14:00:00,7,0,0
2021-02-01,2021,1,2,15:00:00,22,0,0
2021-02-01,2021,1,2,16:00:00,11,0,0
2021-02-01,2021,1,2,17:00:00,1,0,0
2021-02-02,2021,2,2,08:00:00,10,0,0
2021-02-02,2021,2,2,09:00:00,46,15,15
2021-02-02,2021,2,2,10:00:00,67,78,18
2021-02-02,2021,2,2,11:00:00,71,48,15
2021-02-02,2021,2,2,12:00:00,65,132,9
2021-02-02,2021,2,2,13:00:00,104,135,15
2021-02-02,2021,2,2,14:00:00,71,116,28
2021-02-02,2021,2,2,15:00:00,126,107,22
2021-02-02,2021,2,2,16:00:00,96,130,21
2021-02-02,2021,2,2,17:00:00,70,111,6
2021-02-03,2021,3,2,06:00:00,1,0,0
2021-02-03,2021,3,2,07:00:00,1,0,0
2021-02-03,2021,3,2,08:00:00,18,0,1
2021-02-03,2021,3,2,09:00:00,70,11,9
2021-02-03,2021,3,2,10:00:00,265,229,19
2021-02-03,2021,3,2,11:00:00,219,247,11
2021-02-03,2021,3,2,12:00:00,76,92,9
2021-02-03,2021,3,2,13:00:00,143,131,19
2021-02-03,2021,3,2,14:00:00,290,362,41
2021-02-03,2021,3,2,15:00:00,213,299,33
2021-02-03,2021,3,2,16:00:00,237,301,26
2021-02-03,2021,3,2,17:00:00,108,108,9
2021-02-03,2021,3,2,18:00:00,2,0,0
2021-02-04,2021,4,2,07:00:00,2,0,0
2021-02-04,2021,4,2,08:00:00,3,0,0
2021-02-04,2021,4,2,09:00:00,33,42,13
2021-02-04,2021,4,2,10:00:00,75,76,16
2021-02-04,2021,4,2,11:00:00,32,54,5
2021-02-04,2021,4,2,12:00:00,96,91,12
2021-02-04,2021,4,2,13:00:00,64,73,10
2021-02-04,2021,4,2,14:00:00,93,66,24
2021-02-04,2021,4,2,15:00:00,108,90,26
2021-02-04,2021,4,2,16:00:00,54,94,21
2021-02-04,2021,4,2,17:00:00,86,77,7
2021-02-04,2021,4,2,19:00:00,3,0,0
2021-02-05,2021,5,2,08:00:00,7,0,0
2021-02-05,2021,5,2,09:00:00,23,20,14
2021-02-05,2021,5,2,10:00:00,43,35,15
2021-02-05,2021,5,2,11:00:00,62,67,13
2021-02-05,2021,5,2,12:00:00,66,77,11
2021-02-05,2021,5,2,13:00:00,66,67,18
2021-02-05,2021,5,2,14:00:00,75,60,25
2021-02-05,2021,5,2,15:00:00,121,123,18
2021-02-05,2021,5,2,16:00:00,80,208,20
2021-02-05,2021,5,2,17:00:00,104,195,10
2021-02-05,2021,5,2,18:00:00,1,0,0
2021-02-06,2021,6,2,07:00:00,4,0,0
2021-02-06,2021,6,2,08:00:00,12,0,1
2021-02-06,2021,6,2,09:00:00,34,25,7
2021-02-06,2021,6,2,10:00:00,289,242,11
2021-02-06,2021,6,2,11:00:00,386,577,13
2021-02-06,2021,6,2,12:00:00,140,135,13
2021-02-06,2021,6,2,13:00:00,206,99,11
2021-02-06,2021,6,2,14:00:00,281,255,27
2021-02-06,2021,6,2,15:00:00,386,382,35
2021-02-06,2021,6,2,16:00:00,213,327,13
2021-02-06,2021,6,2,17:00:00,59,231,6
2021-02-06,2021,6,2,18:00:00,1,0,0
2021-02-06,2021,6,2,23:00:00,1,0,0
2021-02-07,2021,7,2,09:00:00,1,0,0
2021-02-07,2021,7,2,14:00:00,30,0,0
2021-02-07,2021,7,2,15:00:00,1,0,0
2021-02-08,2021,8,2,06:00:00,2,0,0
2021-02-08,2021,8,2,08:00:00,3,0,0
2021-02-08,2021,8,2,10:00:00,5,0,0
2021-02-08,2021,8,2,15:00:00,3,0,0
2021-02-08,2021,8,2,17:00:00,2,0,0
2021-02-09,2021,9,2,08:00:00,21,0,1
2021-02-09,2021,9,2,09:00:00,69,6,6
2021-02-09,2021,9,2,10:00:00,113,116,13
2021-02-09,2021,9,2,11:00:00,104,128,4
2021-02-09,2021,9,2,12:00:00,81,114,14
2021-02-09,2021,9,2,13:00:00,111,85,16
2021-02-09,2021,9,2,14:00:00,94,110,26
2021-02-09,2021,9,2,15:00:00,83,128,29
2021-02-09,2021,9,2,16:00:00,155,81,19
2021-02-09,2021,9,2,17:00:00,56,153,10
2021-02-10,2021,10,2,07:00:00,2,0,0
2021-02-10,2021,10,2,08:00:00,3,0,0
2021-02-10,2021,10,2,09:00:00,125,45,11
2021-02-10,2021,10,2,10:00:00,160,198,16
2021-02-10,2021,10,2,11:00:00,115,142,10
2021-02-10,2021,10,2,12:00:00,196,93,11
2021-02-10,2021,10,2,13:00:00,232,233,14
2021-02-10,2021,10,2,14:00:00,196,156,29
2021-02-10,2021,10,2,15:00:00,141,177,29
2021-02-10,2021,10,2,16:00:00,242,262,23
2021-02-10,2021,10,2,17:00:00,170,240,5
2021-02-10,2021,10,2,18:00:00,7,0,0
2021-02-11,2021,11,2,07:00:00,1,0,0
2021-02-11,2021,11,2,08:00:00,3,0,1
2021-02-11,2021,11,2,09:00:00,64,9,11
2021-02-11,2021,11,2,10:00:00,100,77,6
2021-02-11,2021,11,2,11:00:00,101,57,16
2021-02-11,2021,11,2,12:00:00,51,19,7
2021-02-11,2021,11,2,13:00:00,101,85,11
2021-02-11,2021,11,2,14:00:00,133,103,20
2021-02-11,2021,11,2,15:00:00,103,119,19
2021-02-11,2021,11,2,16:00:00,65,81,18
2021-02-11,2021,11,2,17:00:00,51,92,5
2021-02-11,2021,11,2,18:00:00,9,0,0
2021-02-12,2021,12,2,07:00:00,8,0,0
2021-02-12,2021,12,2,08:00:00,6,0,0
2021-02-12,2021,12,2,09:00:00,5,11,14
2021-02-12,2021,12,2,10:00:00,110,87,9
2021-02-12,2021,12,2,11:00:00,40,33,15
2021-02-12,2021,12,2,12:00:00,56,31,17
2021-02-12,2021,12,2,13:00:00,97,88,14
2021-02-12,2021,12,2,14:00:00,70,86,17
2021-02-12,2021,12,2,15:00:00,82,62,14
2021-02-12,2021,12,2,16:00:00,198,88,15
2021-02-12,2021,12,2,17:00:00,106,98,3
2021-02-12,2021,12,2,18:00:00,5,0,0
2021-02-13,2021,13,2,08:00:00,42,0,0
2021-02-13,2021,13,2,09:00:00,48,18,8
2021-02-13,2021,13,2,10:00:00,234,262,10
2021-02-13,2021,13,2,11:00:00,325,322,10
2021-02-13,2021,13,2,12:00:00,119,197,15
2021-02-13,2021,13,2,13:00:00,129,145,12
2021-02-13,2021,13,2,14:00:00,297,251,32
2021-02-13,2021,13,2,15:00:00,309,437,31
2021-02-13,2021,13,2,16:00:00,217,380,26
2021-02-13,2021,13,2,17:00:00,146,187,8
2021-02-13,2021,13,2,18:00:00,1,0,0
2021-02-14,2021,14,2,11:00:00,5,0,0
2021-02-14,2021,14,2,12:00:00,1,0,0
2021-02-14,2021,14,2,15:00:00,4,0,0
2021-02-14,2021,14,2,16:00:00,22,0,0
2021-02-14,2021,14,2,17:00:00,1,0,0
2021-02-15,2021,15,2,09:00:00,9,0,0
2021-02-15,2021,15,2,10:00:00,1,0,0
2021-02-15,2021,15,2,11:00:00,1,0,0
2021-02-15,2021,15,2,13:00:00,9,0,0
2021-02-15,2021,15,2,14:00:00,15,0,0
2021-02-15,2021,15,2,15:00:00,20,0,0
2021-02-15,2021,15,2,17:00:00,3,0,0
2021-02-16,2021,16,2,07:00:00,4,0,0
2021-02-16,2021,16,2,08:00:00,20,0,0
2021-02-16,2021,16,2,09:00:00,89,18,18
2021-02-16,2021,16,2,10:00:00,170,104,23
2021-02-16,2021,16,2,11:00:00,214,211,16
2021-02-16,2021,16,2,12:00:00,237,212,16
2021-02-16,2021,16,2,13:00:00,235,147,21
2021-02-16,2021,16,2,14:00:00,174,133,19
2021-02-16,2021,16,2,15:00:00,142,129,24
2021-02-16,2021,16,2,16:00:00,523,439,20
2021-02-16,2021,16,2,17:00:00,131,207,9
2021-02-16,2021,16,2,18:00:00,1,1,0
2021-02-17,2021,17,2,07:00:00,3,0,0
2021-02-17,2021,17,2,08:00:00,24,0,1
2021-02-17,2021,17,2,09:00:00,175,85,14
2021-02-17,2021,17,2,10:00:00,358,279,15
2021-02-17,2021,17,2,11:00:00,308,293,9
2021-02-17,2021,17,2,12:00:00,116,153,20
2021-02-17,2021,17,2,13:00:00,205,209,13
2021-02-17,2021,17,2,14:00:00,440,280,36
2021-02-17,2021,17,2,15:00:00,255,290,30
2021-02-17,2021,17,2,16:00:00,328,283,29
2021-02-17,2021,17,2,17:00:00,79,208,12
2021-02-18,2021,18,2,08:00:00,12,0,0
2021-02-18,2021,18,2,09:00:00,52,103,13
2021-02-18,2021,18,2,10:00:00,137,122,12
2021-02-18,2021,18,2,11:00:00,149,84,14
2021-02-18,2021,18,2,12:00:00,140,129,11
2021-02-18,2021,18,2,13:00:00,138,138,9
2021-02-18,2021,18,2,14:00:00,80,95,16
2021-02-18,2021,18,2,15:00:00,80,80,14
2021-02-18,2021,18,2,16:00:00,397,149,26
2021-02-18,2021,18,2,17:00:00,144,194,3
2021-02-19,2021,19,2,08:00:00,5,0,0
2021-02-19,2021,19,2,09:00:00,59,18,9
2021-02-19,2021,19,2,10:00:00,67,92,15
2021-02-19,2021,19,2,11:00:00,140,127,8
2021-02-19,2021,19,2,12:00:00,83,130,7
2021-02-19,2021,19,2,13:00:00,206,224,14
2021-02-19,2021,19,2,14:00:00,96,93,21
2021-02-19,2021,19,2,15:00:00,90,170,26
2021-02-19,2021,19,2,16:00:00,370,267,17
2021-02-19,2021,19,2,17:00:00,139,178,7
2021-02-19,2021,19,2,18:00:00,0,1,0
2021-02-20,2021,20,2,09:00:00,406,328,19
2021-02-20,2021,20,2,10:00:00,517,380,22
2021-02-20,2021,20,2,11:00:00,488,469,7
2021-02-20,2021,20,2,12:00:00,229,195,12
2021-02-20,2021,20,2,13:00:00,442,244,12
2021-02-20,2021,20,2,14:00:00,465,408,19
2021-02-20,2021,20,2,15:00:00,562,470,16
2021-02-20,2021,20,2,16:00:00,233,252,19
2021-02-20,2021,20,2,17:00:00,84,246,8
2021-02-20,2021,20,2,18:00:00,0,7,0
2021-02-21,2021,21,2,11:00:00,13,0,0
2021-02-21,2021,21,2,12:00:00,5,0,0
2021-02-21,2021,21,2,14:00:00,2,0,0
2021-02-22,2021,22,2,08:00:00,1,0,0
2021-02-22,2021,22,2,10:00:00,15,0,0
2021-02-22,2021,22,2,11:00:00,19,0,0
2021-02-22,2021,22,2,12:00:00,1,0,0
2021-02-22,2021,22,2,13:00:00,5,0,0
2021-02-22,2021,22,2,14:00:00,3,0,0
2021-02-22,2021,22,2,15:00:00,17,0,0
2021-02-22,2021,22,2,16:00:00,8,0,0
2021-02-22,2021,22,2,17:00:00,19,0,0
2021-02-22,2021,22,2,18:00:00,15,0,0
2021-02-23,2021,23,2,07:00:00,2,0,0
2021-02-23,2021,23,2,08:00:00,12,0,0
2021-02-23,2021,23,2,09:00:00,39,23,12
2021-02-23,2021,23,2,10:00:00,196,158,12
2021-02-23,2021,23,2,11:00:00,207,140,16
2021-02-23,2021,23,2,12:00:00,119,171,9
2021-02-23,2021,23,2,13:00:00,206,162,17
2021-02-23,2021,23,2,14:00:00,258,217,26
2021-02-23,2021,23,2,15:00:00,222,321,25
2021-02-23,2021,23,2,16:00:00,131,161,25
2021-02-23,2021,23,2,17:00:00,78,242,13
2021-02-24,2021,24,2,08:00:00,12,0,0
2021-02-24,2021,24,2,09:00:00,53,8,11
2021-02-24,2021,24,2,10:00:00,123,150,11
2021-02-24,2021,24,2,11:00:00,120,128,12
2021-02-24,2021,24,2,12:00:00,74,76,12
2021-02-24,2021,24,2,13:00:00,159,164,16
2021-02-24,2021,24,2,14:00:00,220,131,30
2021-02-24,2021,24,2,15:00:00,121,152,26
